"DistrictName","EstablishmentCode","EstablishmentName","BRCName","CRCName","SchoolLevel","ManagementName","LocalityHabitation","SubdivisionName","ConstituencyName","RevenueBlockName","CivicBodyName","WardName","PostOfficeName","PhoneNo","FaxNo","EmailID","Website","LocatedInRuralOrUrban","DiseCode","EstablishedDate","DistrictHQDistance (in Km)","CRCDistance (in Km)","BACDistance (in Km)","IsRecognized","RecognizedBy","ContactPersonName","LowestClass","HighestClass","BoardName"
"South","S0543","PHAMTAM GOVERNMENT JUNIOR HIGH SCHOOL","Ravangla Brc","Borrong Government Secondary School","JHS","State Govt.","PHAMTAM","Ravangla","Barfung","Ravongla","Borong Phamtam","Phamtam","Barfung","9434869069","NA","NA","NA","Urban Area","201901","27395","52","4","26","Recognized","Government of Sikkim","NA","Class 1","Class 8","NA"
"South","S0667","PHAMTAM MAKERJUNG GOVERNMENT PRIMARY SCHOOL","Ravangla Brc","Borrong Government Secondary School","PS","State Govt.","PHAMTAM","Ravangla","Barfung","Ralong","Borong Phamtam","Phamtam","Ravangla","NA","NA","NA","NA","Urban Area","201902","33604","0","0","0","Recognized","State Government","NA","Class 1","Class 5","C.B.S.E."
"South","S0691","SADA GOVERNMENT PRIMARY SCHOOL","Ravangla Brc","Borrong Government Secondary School","PS","State Govt.","SADA","Ravangla","Barfung","Ravongla","Barfung Zarung","Barfung Doling Rikzin Lonoyang Gumpa","Barfung","NA","NA","NA","NA","Urban Area","201601","28856","70","15","37","Recognized","GOVERNMENT OF SIKKIM","NA","Class 1","Class 5","C.B.S.E."
"South","S1237","SANGAM ACADEMY","Ravangla Brc","Borrong Government Secondary School","PS","Private (Unaided)","BORONG POLOK","Ravangla","Barfung","Phamthang","Borong Phamtam","Upper Polok","Ravangla","NA","NA","NA","NA","Urban Area","NA","38718.61944444444","0","0","0","Not Recognized","NA","NA","Class 1","Class 5","NA"
"South","S0682","ANITHANG GOVERNMENT PRIMARY SCHOOL","Ravangla Brc","Jarrong Government Secondary School","PS","State Govt.","ANITHANG","Ravangla","Barfung","Rabong","Barfung Zarung","Anethang","Ralang","NA","NA","NA","NA","Urban Area","11030204901","30317","42","5","16","Recognized","STATE GOVERNMENT","NA","Class 1","Class 5","C.B.S.E."
"South","S0519","BARFUNG GOVERNMENT PRIMARY SCHOOL","Ravangla Brc","Jarrong Government Secondary School","PS","State Govt.","BARFUNG","Ravangla","Barfung","Rabong","Barfung Zarung","Barfung Doling Rikzin Lonoyang Gumpa","Ravangla","NA","NA","NA","NA","Urban Area","11030204701","27760","33","8","6","Recognized","STATE GOVERNMENT","NA","Class 1","Class 5","NA"
"South","S0678","CHANDRA MAN RAI GOVERNMENT SECONDARY SCHOOL (JARRONG)","Ravangla Brc","Jarrong Government Secondary School","SS","State Govt.","JARRONG","Ravangla","Barfung","Jarrong","Barfung Zarung","Biring","Ravangla","9641410050","NA","govtjarrongss@gmail.com","www.cmrssjarrong.blogspot.com","Urban Area","11030204501","21186","38","12","12","Recognized","STATE GOVERNMENT","NA","Class 1","Class 10","C.B.S.E."
"South","S1448","DAMAZONG ENGLISH ACADAMY, BARFUNG","Ravangla Brc","Jarrong Government Secondary School","JHS","Private (Unaided)","BARFUNG","Ravangla","Barfung","Ravongla","Barfung Zarung","Barfung Doling Rikzin Lonoyang Gumpa","Barfung","NA","NA","NA","NA","Urban Area","NA","39481.48541666667","35","5","5","Not Recognized","NA","NA","Class 1","Class 8","NA"
"South","S0679","LOWER JARRONG GOVERNMENT PRIMARY SCHOOL","Ravangla Brc","Jarrong Government Secondary School","PS","State Govt.","JARRONG","Ravangla","Barfung","Jarrong","Barfung Zarung","Jarrong","Ravangla","NA","NA","NA","NA","Urban Area","11030204801","27760","52","6","20","Recognized","CBSE","NA","Class 1","Class 5","NA"
"South","S1016","NEW RAYS ACADEMY DEYTHANG BUSTY S. SIKKIM","Ravangla Brc","Jarrong Government Secondary School","PS","Private (Unaided)","DEYTHANG","Ravangla","Barfung","Barfung And Ralong Monastery","Barfung Zarung","Upper Deythang","Ravangla","9733284026","NA","NewRaysAcademy@yahoo.com","NA","Urban Area","NA","36576.61944444444","35","9","5","Recognized","UNDER PROCESS","NA","Class 1","Class 5","NA"
"South","S0422","BAKHIM GOVERNMENT PRIMARY SCHOOL","Namchi Brc","Kewzing Government Senior Secondary School","PS","State Govt.","BAKHIM","Ravangla","Barfung","Rabong","Kewzing Bakhim","Bakhim","Kewzing","NA","NA","NA","NA","Urban Area","NA","24838","31","3","5","Recognized","State Government","NA","Class 1","Class 5","C.B.S.E."
"South","S1392","BETHEL ENGLISH SCHOOL, RAVANGLA","Ravangla Brc","Kewzing Government Senior Secondary School","PS","Private (Unaided)","LEGSHIP NARDANG","Ravangla","Barfung","Ravongla","Lekship","Nordong","Ravangla","7407178850","NA","NA","NA","Urban Area","NA","37987.49722222222","0","17","25","Not Recognized","NA","NA","Class 1","Class 5","I.C.S.E."
"South","S1374","D.A.V. PUBLIC SCHOOL, RANGIT NAGAR","Ravangla Brc","Kewzing Government Senior Secondary School","SSS","Central Govt.","LEGSHIP HINGDAM","Ravangla","Barfung","Rabong","Lekship","Lower Likship","Ravangla","3595259266","NA","davrangit@gmail.com","NA","Urban Area","11030205303","34731.46041666667","45","9","20","Recognized","CBSE","NA","Class 1","Class 12","I.C.S.E."
"South","S0670","DALEP KEWZING GOVERNMENT JUNIOR HIGH SCHOOL","Namchi Brc","Kewzing Government Senior Secondary School","JHS","State Govt.","DALEP KEWZING","Ravangla","Barfung","Ralong","Kewzing Bakhim","Dalep","Kewzing","8972684168","NA","NA","NA","Urban Area","NA","27395","43","7","17","Recognized","state government","NA","Class 1","Class 8","C.B.S.E."
"South","S1375","EL-OLAM BETHESDA ACADEMY","Namchi Brc","Kewzing Government Senior Secondary School","PS","Private (Unaided)","LEGSHIP NARDANG","Ravangla","Barfung","Likship","Lekship","Nordong","Ravangla","NA","NA","NA","NA","Urban Area","NA","38027.49027777778","0","0","0","Not Recognized","NA","NA","Class 1","Class 5","NA"
"South","S1011","HOLY FAITH ENGLISH SCHOOL, LINGZOO","Namchi Brc","Kewzing Government Senior Secondary School","PS","Private (Unaided)","7TH MILE LINGZOO SOUTH SIKKIM","Ravangla","Barfung","Yangang","Kewzing Bakhim","Lingzo","Kewzing","7407181696","NA","NA","NA","Urban Area","205009","35796.44236111111","30","15","15","Recognized","PRIVATE","NA","Class 1","Class 5","NA"
"South","S1017","IDEAL ACADEMY, DALEP","Namchi Brc","Kewzing Government Senior Secondary School","PS","Private (Unaided)","KEWZING DALEP (S) SKM","Ravangla","Barfung","Kewzing","Kewzing Bakhim","Dalep","Kewzing","9735054490","NA","milan.rai83@gmail.com","NA","Urban Area","11030205004","38747.61944444444","42","8","16","Recognized","HRDD GOVT. OF SIKKIM","NA","Class 1","Class 5","I.C.S.E."
"South","S0418","KEWZING GOVERNMENT SENIOR SECONDARY SCHOOL","Namchi Brc","Kewzing Government Senior Secondary School","SSS","State Govt.","KEWZING","Ravangla","Barfung","Kewzing","Kewzing Bakhim","Kewzing Kewzing Mangbrue Gumpa","Kewzing","9679908036","NA","NA","NA","Urban Area","NA","13150","34","0","6","Recognized","State Government","NA","Class 1","Class 12","C.B.S.E."
"South","S0638","LEGSHIP DHARGAON GOVERNMENT PRIMARY SCHOOL","Namchi Brc","Kewzing Government Senior Secondary School","PS","State Govt.","LEGSHIP DHARGAON","Ravangla","Barfung","Likship","Lekship","Lower Dhargaon","Kewzing","NA","NA","NA","NA","Urban Area","NA","38353","46","10","20","Recognized","STATE GOVERNMENT","NA","Class 1","Class 5","C.B.S.E."
"South","S0424","LEGSHIP-HINGDAM GOVERNMENT JUNIOR HIGH SCHOOL","Namchi Brc","Kewzing Government Senior Secondary School","JHS","State Govt.","LEGSHIP-HINGDAM","Ravangla","Barfung","Rabong","Lekship","Lower Likship","Ravangla","NA","NA","NA","NA","Urban Area","NA","20821","46","12","20","Recognized","State Government","NA","Class 1","Class 8","NA"
"South","S0419","LINGZOO GOVERNMENT PRIMARY SCHOOL","Namchi Brc","Kewzing Government Senior Secondary School","PS","State Govt.","LINGZOO","Ravangla","Barfung","Lingzo","Kewzing Bakhim","Lingzo","Kewzing","NA","NA","NA","NA","Urban Area","NA","30317","41","7","15","Recognized","HRDD","NA","Class 1","Class 5","C.B.S.E."
"South","S1015","MT. PANDIM ACADEMY, KEWZING","Namchi Brc","Kewzing Government Senior Secondary School","PS","Private (Unaided)","NEAR KEWZING BAZAR","Ravangla","Barfung","Ravongla","Kewzing Bakhim","Kewzing Kewzing Mangbrue Gumpa","Kewzing","7872970657","NA","NA","NA","Urban Area","NA","35065.61944444444","25","300","6","Recognized","GOVT. OF SIKKIM HRDD DEPARTMENT","NA","Class 1","Class 5","NA"
"South","S0427","MANGAR DALAM GOVERNMENT PRIMARY SCHOOL","Ravangla Brc","Ralong Government Secondary School","PS","State Govt.","MANGAR DALAM","Ravangla","Barfung","Ralong","Kewzing Bakhim","Bakhim","Ravangla","NA","NA","NA","NA","Urban Area","NA","31048","68","32","20","Recognized","State Government","NA","Class 1","Class 5","C.B.S.E."
"South","S0669","NAMLUNG GOVERNMENT JUNIOR HIGH SCHOOL","Ravangla Brc","Ralong Government Secondary School","JHS","State Govt.","NAMLUNG","Ravangla","Barfung","Ralong","Ralong Namlung","Lower Namlung","Ralang","NA","NA","NA","NA","Urban Area","NA","27030","50","6","27","Recognized","State Government","NA","Class 1","Class 8","C.B.S.E."
"South","S0416","RALANG LINGDING GOVERNMENT PRIMARY SCHOOL","Ravangla Brc","Ralong Government Secondary School","PS","State Govt.","RALANG LINGDING","Ravangla","Barfung","Ralong","Ralong Namlung","Lingding","Ralang","NA","NA","NA","NA","Urban Area","NA","28126","47","5","21","Recognized","HRDD","NA","Class 1","Class 5","C.B.S.E."
"South","S0671","RALONG LUNGSING GOVERNMENT PRIMARY SCHOOL","Ravangla Brc","Ralong Government Secondary School","PS","State Govt.","RALONG","Ravangla","Barfung","Ralong","Ralong Namlung","Upper Ralong Lungsing Ralong Kagyu","Ralang","NA","NA","NA","NA","Urban Area","NA","30682","35","3","13","Recognized","State Government","NA","Class 1","Class 5","C.B.S.E."
"South","S0414","RALONG RANGCHANG GOVERNMENT SECONDARY SCHOOL","Ravangla Brc","Ralong Government Secondary School","SS","State Govt.","RALONG","Ravangla","Barfung","Ralong","Ralong Namlung","Lingding","Ralang","NA","NA","NA","NA","Urban Area","NA","22647","42","0","18","Recognized","State Government","NA","Class 1","Class 10","C.B.S.E."
"South","S0673","MIDDLE RAYONG GOVERNMENT PRIMARY SCHOOL","Ravangla Brc","Sanganath Government Secondary School","PS","State Govt.","RAYONG","Ravangla","Barfung","Rabong","Tiniktam Rayong","Rayong Sardong","Tinkitam","NA","NA","NA","NA","Urban Area","NA","30317","38","20","18","Recognized","STATE GOVERNMT","NA","Class 1","Class 5","C.B.S.E."
"South","S0676","TARNIM GOVERNMENT PRIMARY SCHOOL","Ravangla Brc","Sanganath Government Secondary School","PS","State Govt.","TINKITAM","Ravangla","Barfung","Rabong","Tiniktam Rayong","Upper Tinkitam","Ravangla","NA","NA","NA","NA","Urban Area","NA","31048","38","23","25","Recognized","STATE GOVERNMENT","NA","Class 1","Class 5","C.B.S.E."
"South","S1010","CENTRAL SCHOOL FOR TIBETAN , RAVANGLA","Ravangla Brc","V.C.G.L. Ravangla Government Senior Secondary School","JHS","Central Govt.","RAVANGLA","Ravangla","Barfung","Rabong","Rabong Sangmo","Sangmo","Ravangla","3595260811","3595260206","csravanglaskm@gmail.com","NA","Urban Area","NA","30317.61944444444","26","2","4","Recognized","CENTRAL TIBETAN SCHOOL ADMINISTRATION, DELHI","NA","Class 1","Class 8","C.B.S.E."
"South","S0411","DEYTHANG GOVERNMENT JUNIOR HIGH SCHOOL (S)","Ravangla Brc","V.C.G.L. Ravangla Government Senior Secondary School","JHS","State Govt.","DEYTHANG BUSTY","Ravangla","Barfung","Barfung And Ralong Monastery","Barfung Zarung","Upper Deythang","Ravangla","NA","NA","NA","NA","Urban Area","11030207201","28126","33","7","6","Recognized","HRDD","NA","Class 1","Class 8","C.B.S.E."
"South","S0687","DOZAK GOVERNMENT JUNIOR HIGH SCHOOL","Ravangla Brc","V.C.G.L. Ravangla Government Senior Secondary School","JHS","State Govt.","DOZAK","Ravangla","Rangang-yangang","Ralong","Rabong Sangmo","Dozok","Ravangla","NA","NA","NA","NA","Urban Area","NA","28126","34","8","10","Recognized","government of sikkim","NA","Class 1","Class 8","NA"
"South","S0639","GANGLA GOVERNMENT PRIMARY SCHOOL","Ravangla Brc","V.C.G.L. Ravangla Government Senior Secondary School","PS","State Govt.","GANGLA BUSTY","Ravangla","Rangang-yangang","Sangmo","Rabong Sangmo","Gangla","Ravangla","9733083842","NA","NA","NA","Urban Area","208601","34700","49","13","15","Recognized","STATE GOVERNMENT","NA","Class 1","Class 5","C.B.S.E."
"South","S1013","GENERATION NEXT ACADEMY, BARFUNG","Ravangla Brc","V.C.G.L. Ravangla Government Senior Secondary School","PS","Private (Unaided)","BARFUNG","Ravangla","Barfung","Rabong","Barfung Zarung","Barfung Doling Rikzin Lonoyang Gumpa","Barfung","8670242125","NA","bhutia466@gmail.com","NA","Urban Area","NA","37257.49236111111","0","0","0","Not Recognized","NA","NA","Class 1","Class 5","NA"
"South","S1012","HOLY FAITH ENGLISH SCHOOL 14 MILE, RAVANGLA, KEWZING ROAD","Ravangla Brc","V.C.G.L. Ravangla Government Senior Secondary School","PS","Private (Unaided)","14 MILE NEW SADA UPPER BARFUNG","Ravangla","Barfung","Rabong","Barfung Zarung","Barfung Doling Rikzin Lonoyang Gumpa","Barfung","9733202070","NA","NA","NA","Urban Area","NA","36161.61944444444","30","3","1","Not Recognized","NA","NA","Class 1","Class 5","NA"
"South","S1240","JAWAHAR NAVODAYA VIDYALAYA, RAVANGLA","Ravangla Brc","V.C.G.L. Ravangla Government Senior Secondary School","SSS","Central Govt.","RAVANGLA","Ravangla","Barfung","Ralong","Rabong Sangmo","Rankey","Ravangla","03595-260549","NA","NA","NA","Urban Area","NA","36870.61944444444","30","0","0","Not Recognized","NA","NA","Class 6","Class 12","C.B.S.E."
"South","S1195","JEEWAN JYOTI ACADEMY, NINGANG SANGMOO","Ravangla Brc","V.C.G.L. Ravangla Government Senior Secondary School","PS","Private (Unaided)","NINGANG SANGMOO","Ravangla","Rangang-yangang","Ravongla","Rabong Sangmo","Ningang","Ravangla","9434257220/ 8768955379","NA","Jeewanjyotyacademy@gmail.com","NA","Urban Area","NA","38764.61944444444","30","8","8","Recognized","HRDD","NA","Class 1","Class 5","NA"
"South","S0636","KEWZING TEA GARDEN GOVERNMENT PRIMARY SCHOOL","Ravangla Brc","V.C.G.L. Ravangla Government Senior Secondary School","PS","State Govt.","NEWSADA 14TH MILE HORTICULTURE FARM","Ravangla","Barfung","Barfung And Ralong Monastery","Barfung Zarung","Barfung Doling Rikzin Lonoyang Gumpa","Ravangla","NA","NA","NA","NA","Urban Area","NA","26299","30","3","1","Recognized","STATE GOVERNMENT","NA","Class 1","Class 5","C.B.S.E."
"South","S1009","LITTLE SCHOLARS ACADEMY, RABONGLA","Ravangla Brc","V.C.G.L. Ravangla Government Senior Secondary School","SS","Private (Unaided)","HOSPITAL ROAD, RABANGLA","Ravangla","Rangang-yangang","Rabong","Rabong Sangmo","Rankey","Ravangla","9593274123","NA","NA","NA","Urban Area","NA","33604.61944444444","26","1","4","Recognized","SIKKIM J.H.S BOARD","NA","Class 1","Class 10","NA"
"South","S0681","LOWER BORONG GOVERNMENT PRIMARY SCHOOL","Ravangla Brc","V.C.G.L. Ravangla Government Senior Secondary School","PS","State Govt.","LOWER BORONG","Ravangla","Barfung","Ravongla","Borong Phamtam","Lower Borong","Ravangla","NA","NA","NA","NA","Urban Area","201401","30682","49","1.5","23","Recognized","HRDD DEPPT","NA","Class 1","Class 5","NA"
"South","S1019","PEMA SAMPHEL ACADEMY, RALONG","Ravangla Brc","V.C.G.L. Ravangla Government Senior Secondary School","PS","Private (Unaided)","RALONG","Ravangla","Barfung","Rabong","Ralong Namlung","Upper Ralong Lungsing Ralong Kagyu","Ravangla","9733121105","NA","NA","NA","Urban Area","NA","39512.61960648148","0","14","14","Recognized","HRDD GOVT OF SIKKIM. REGD NO:26 VOL NO-1","NA","Class 1","Class 5","NA"
"South","S0637","RANKEY GOVERNMENT PRIMARY SCHOOL","Ravangla Brc","V.C.G.L. Ravangla Government Senior Secondary School","PS","State Govt.","RANKEY BUSTY","Ravangla","Rangang-yangang","Rabong","Rabong Sangmo","Rankey","Ravangla","9733064621","NA","NA","NA","Urban Area","NA","27760","33","6","8","Recognized","STATE GOVERNMENT","NA","Class 1","Class 5","C.B.S.E."
"South","S0668","RAYOUNG GOVERNMENT JUNIOR HIGH SCHOOL","Ravangla Brc","V.C.G.L. Ravangla Government Senior Secondary School","JHS","State Govt.","RAYOUNG","Ravangla","Rangang-yangang","Ravongla","Ralong Namlung","Rayong Pipaley","Ravangla","NA","NA","NA","NA","Urban Area","NA","23377","40","0","28","Recognized","NA","NA","Class 1","Class 8","NA"
"South","S0404","SANGMOO GOVERNMENT SECONDARY SCHOOL","Ravangla Brc","V.C.G.L. Ravangla Government Senior Secondary School","SS","State Govt.","SANGMOO VILLAGE","Ravangla","Rangang-yangang","Sangmo","Rabong Sangmo","Sangmo","Ravangla","NA","NA","NA","NA","Urban Area","NA","19725","36","10","15","Recognized","State Government","NA","Class 1","Class 10","C.B.S.E."
"South","S1014","SOUTH POINT ACADEMY, RABONGLA","Ravangla Brc","V.C.G.L. Ravangla Government Senior Secondary School","SS","Private (Unaided)","RABONGLA","Ravangla","Barfung","Rabong","Barfung Zarung","Barfung Doling Rikzin Lonoyang Gumpa","Ravangla","9609869639","NA","NA","NA","Urban Area","NA","37257.44236111111","26","1.5","2","Recognized","HRDD 33/5/5/2009","NA","Class 1","Class 10","C.B.S.E."
"South","S1018","ST. JOSEPHS SCHOOL, RAVANGLA","Ravangla Brc","V.C.G.L. Ravangla Government Senior Secondary School","PS","Private (Unaided)","KEWZING ROAD, RAVANGLA","Ravangla","Barfung","Rabong","Barfung Zarung","Barfung Doling Rikzin Lonoyang Gumpa","Ravangla","9593789021","NA","tamang44@gmail.com","NA","Urban Area","NA","30473.61944444444","26","0.5","2","Not Recognized","NA","NA","Class 1","Class 5","NA"
"South","S0677","TARNIM GOVERNMENT PRIMARY SCHOOL NEW 2010","Ravangla Brc","V.C.G.L. Ravangla Government Senior Secondary School","PS","State Govt.","TINKITAM","Ravangla","Barfung","Ravongla","Tiniktam Rayong","Lower Tinkitam","Ravangla","NA","NA","NA","NA","Urban Area","NA","40216.64097222222","38","26","26","Recognized","STATE GOVERNMENT","NA","Class 1","Class 5","C.B.S.E."
"South","S0643","UPPER RAYONG GOVERNMENT PRIMARY SCHOOL","Ravangla Brc","V.C.G.L. Ravangla Government Senior Secondary School","PS","State Govt.","UPPER RAYONG","Ravangla","Rangang-yangang","Ralong","Rabong Sangmo","Sangmo","Ravangla","NA","NA","NA","NA","Urban Area","NA","31778","21","8","10","Recognized","GOVERNMENT","NA","Class 1","Class 5","C.B.S.E."
"South","S0407","VCGL RAVANGLA GOVERNMENT SENIOR SECONDARY SCHOOL","Ravangla Brc","V.C.G.L. Ravangla Government Senior Secondary School","SSS","State Govt.","RABONG SANGMOO","Ravangla","Barfung","Ravongla","Rabong Sangmo","Sangmo","Ravangla","3595260848","NA","vcglgovtsrsecschool","vcglgovernmentseniorsecondaryschoolblogspot","Urban Area","11030206901","19725","26","0","3","Recognized","GOVERNMENT 0F SIKKIM","NA","Class 1","Class 12","C.B.S.E."
"South","S0659","C.M.RAI GOVERNMENT SECONDARY SCHOOL (OMCHU)","Sikip Brc","N.T.L. Vok Government Secondary School","SS","State Govt.","OMCHU","Namchi","Poklok-kamrang","Wak","Wak Omchu","Upper Omchu","Vok","NA","NA","NA","NA","Urban Area","NA","27426","26","10","8","Recognized","CENTRAL BOARD OF SEC EDUCATION","NA","Class 1","Class 10","C.B.S.E."
"South","S0400","CHUMLOK GOVERNMENT JUNIOR HIGH SCHOOL","Sikip Brc","N.T.L. Vok Government Secondary School","JHS","State Govt.","CHUMLOK","Namchi","Poklok-kamrang","Sikkip","Wak Omchu","Lower Chumlok","Namchi","9832376272","NA","NA","NA","Urban Area","500201","31048","25","10","0","Recognized","HRDD","NA","Class 1","Class 8","NA"
"South","S0784","GUMPA DARA GOVERNMENT PRIMARY SCHOOL","Sikip Brc","N.T.L. Vok Government Secondary School","PS","State Govt.","GUMPA DARA","Namchi","Poklok-kamrang","Sikkip","Wak Omchu","Upper Wak Wak Gumpa","Vok","NA","NA","NA","NA","Urban Area","400501","32540","20","3","13","Recognized","GOVT","NA","Class 1","Class 5","C.B.S.E."
"South","S0399","N.T.L.VOK GOVERNMENT SECONDARY SCHOOL","Sikip Brc","N.T.L. Vok Government Secondary School","SS","State Govt.","N.T.L.VOK","Namchi","Poklok-kamrang","Sikkip","Wak Omchu","Lower Wak","Namchi","9832553456","NA","NA","NA","Urban Area","500101","1881-01-01 00:00:00.000","17","0","10","Recognized","HRDD","NA","Class 1","Class 10","C.B.S.E."
"South","S1170","NEW HOPE ACADEMY, SIKIP","Sikip Brc","N.T.L. Vok Government Secondary School","JHS","Private (Unaided)","SIKKIP","Namchi","Poklok-kamrang","Omchu","Wak Omchu","Lower Chumlok","Vok","9647783123","NA","kyonsnha@yahoo.com","NA","Urban Area","NA","40179.50972222222","27","10","0","Not Recognized","NA","NA","Class 1","Class 8","I.C.S.E."
"South","S0983","SANCTUARY ACADEMY, SIKIP","Sikip Brc","N.T.L. Vok Government Secondary School","PS","Private (Unaided)","SIKIP","Namchi","Poklok-kamrang","Sikkip","Wak Omchu","Lower Wak","Vok","9609776303","NA","NA","NA","Urban Area","NA","35862.61944444444","17","0.5","9","Recognized","H.R.D.D. GANGTOK","NA","Class 1","Class 5","NA"
"South","S0628","TINGMOO GOVERNMENT SECONDARY SCHOOL","Sikip Brc","N.T.L. Vok Government Secondary School","SS","State Govt.","TINGMOO","Ravangla","Barfung","Tingmo","Lamting Tingmo","Tingmo","Tingmo","NA","NA","tingmoosouth@yahoo.in","NA","Urban Area","NA","27395","49","0","16","Recognized","HRDD GOVT.SIKKIM","NA","Class 1","Class 10","C.B.S.E."
"South","S0632","LINGYONG GOVERNMENT JUNIOR HIGH SCHOOL","Sikip Brc","Sanganath Government Secondary School","JHS","State Govt.","LINGYONG","Ravangla","Barfung","Sanganath","Sanganath","Makthang Lingyong","Sanganath","NA","NA","NA","NA","Urban Area","501101","29299","55","12","78","Recognized","STATE GOVERNMENT","NA","Class 1","Class 8","C.B.S.E."
"South","S0685","ROCKLAND(SANGANATH) GOVERNMENT PRIMARY SCHOOL","Sikip Brc","Sanganath Government Secondary School","PS","State Govt.","SANGANATH","Ravangla","Barfung","Sanganath","Sanganath","Subuk Rockland","Sanganath","NA","NA","NA","NA","Urban Area","206203","37257","35","2","78","Recognized","GOVERNMENT","NA","Class 1","Class 5","C.B.S.E."
"South","S0675","SANGANATH GOVERNMENT SECONDARY SCHOOL","Sikip Brc","Sanganath Government Secondary School","SS","State Govt.","SANGANATH","Ravangla","Barfung","Sanganath","Sanganath","Makthang Lingyong","Sanganath","NA","NA","NA","NA","Urban Area","206201","20821","36","0","76","Recognized","CBSE","NA","Class 1","Class 10","C.B.S.E."
"South","S0633","SUBUK GOVERNMENT PRIMARY SCHOOL","Ravangla Brc","Sanganath Government Secondary School","PS","State Govt.","SUBUK","Ravangla","Barfung","Sanganath","Sanganath","Subuk Rockland","Sanganath","NA","NA","NA","NA","Urban Area","NA","32554","40","6","10","Recognized","STATE GOVERNMENT","NA","Class 1","Class 5","C.B.S.E."
"South","S0631","LAMATEN GOVERNMENT PRIMARY SCHOOL","Sikip Brc","Tingmoo Government Secondary School","PS","State Govt.","LAMATEN BLOCK","Ravangla","Barfung","Lamting","Lamting Tingmo","Lamting","Tingmo","NA","NA","NA","NA","Urban Area","NA","28491","43","4","34","Recognized","STATE GOVERNMENT","NA","Class 1","Class 5","NA"
"South","S0634","MANGBRUE GOVERNMENT PRIMARY SCHOOL","Sikip Brc","Tingmoo Government Secondary School","PS","State Govt.","MANGBRUE","Ravangla","Barfung","Rabong","Lamting Tingmo","Mangbrue","Kewzing","NA","NA","mangbrueps@gmail.com","NA","Urban Area","NA","28856","38","34","30","Recognized","STATE GOVT","NA","Class 1","Class 5","C.B.S.E."
"South","S0981","SHARON VALLEY SCHOOL, TINGMOO","Sikip Brc","Tingmoo Government Secondary School","PS","Private (Unaided)","TINGMOO","Ravangla","Barfung","Rabong","Lamting Tingmo","Tingmo","Tingmo","NA","NA","NA","NA","Urban Area","11030500602","36204.61944444444","43","0.5","14","Recognized","HRDD","NA","Class 1","Class 5","NA"
"South","S0630","TINGMOO BIRING GOVERNMENT PRIMARY SCHOOL","Sikip Brc","Tingmoo Government Secondary School","PS","State Govt.","TINGMOO BIRING","Ravangla","Barfung","Tingmo","Lamting Tingmo","Bering","Tingmo","NA","NA","NA","NA","Urban Area","11030500801","32143","60","35","30","Recognized","STATE GOVT AT SIKKIM","NA","Class 1","Class 5","C.B.S.E."
"South","S0986","E-KIDS SCHOOL, MELLI CHALISAY","Sumbuk Brc","Melli Bazaar Government Secondary School","PS","Private (Unaided)","CHALISAY","Namchi","Melli","Mellidara And Majhitar And Melli Forest Blocks","Mellidara Paiyong","Melli","Melli Bazar","NA","NA","NA","NA","Urban Area","NA","39525.61944444444","40","0.5","0","Not Recognized","NA","NA","Class 1","Class 5","NA"
"South","S1163","LIGHT OF LIFE ACADEMY, MELLI BAZAR","Sumbuk Brc","Melli Bazaar Government Secondary School","JHS","Private (Unaided)","MELLI BAZAR","Namchi","Melli","Sumbuk","Sumbuk Kartikey","Sumbuk","Melli Bazar","9614908992","NA","lightoflifeAcademy@yahoo.com","NA","Urban Area","105103","35462.66805555556","34","0","0","Not Recognized","NA","NA","Class 1","Class 8","I.C.S.E."
"South","S0699","MELLI BAZAR GOVERNMENT SECONDARY SCHOOL","Sumbuk Brc","Melli Bazaar Government Secondary School","SS","State Govt.","MELLI","Namchi","Melli","Sumbuk","Mellidara Paiyong","Mellidara","Melli Bazar","3592248301","NA","mbss_1957@yahoo.com","NA","Urban Area","NA","20821","35","0","20","Recognized","STATE GOVERNMENT","NA","Class 1","Class 10","C.B.S.E."
"South","S1196","ST. THOMAS SCHOOL MELLI BAZAR","Sumbuk Brc","Melli Bazaar Government Secondary School","LPS","Private (Unaided)","MELLI","Namchi","Melli","Sumbuk","Mellidara Paiyong","Melli","Melli Bazar","NA","NA","NA","NA","Urban Area","NA","39118.69375","0","0","0","Recognized","HRDD","NA","Class 1","Class 5","NA"
"South","S1166","SUNSHINE ENGLISH SCHOOL, MELLI BAZAR","Sumbuk Brc","Melli Bazaar Government Secondary School","JHS","Private (Unaided)","MELLI BAZAR","Namchi","Melli","Sumbuk","Mellidara Paiyong","Melli","Melli Bazar","03592 248370","NA","NA","NA","Urban Area","804402","31778.69861111111","35","0","25","Recognized","HRDD REGD NO 68/S/S/09","NA","Class 1","Class 8","I.C.S.E."
"South","S0735","BIGYANI GOVERNMENT PRIMARY SCHOOL","Sumbuk Brc","Melli Gumpa Government Secondary School","PS","State Govt.","LOWER PAIYONG","Namchi","Melli","Sumbuk","Mellidara Paiyong","Lower Paiyong","Payong","NA","NA","NA","NA","Urban Area","NA","38353","50","10","40","Recognized","STATE GOVERNMENT","NA","Class 1","Class 5","C.B.S.E."
